,CIMS-MN-053-SH-M-N-MN-M05688-240322_S29,CIMS-MN-060-SH-K-N-MN-M05688-240322_S12,CIMS-MN-067-SH-K-N-MN-M05688-240322_S19,CIMS-MN-064-SH-M-N-MN-M05688-240322_S40,CIMS-MN-067-SH-M-N-MN-M05688-240322_S43,CIMS-MN-069-SH-K-N-MN-M05688-240322_S21,CIMS-MN-069-SH-M-N-MN-M05688-240322_S45,CIMS-MN-051-SH-M-N-MN-M05688-240322_S27,CIMS-MN-051-SH-K-N-MN-M05688-240322_S3,CIMS-MN-063-SH-M-N-MN-M05688-240322_S39,CIMS-MN-055-SH-M-N-MN-M05688-240322_S31,CIMS-MN-063-SH-K-N-MN-M05688-240322_S15,CIMS-MN-055-SH-K-N-MN-M05688-240322_S7,CIMS-MN-078-IH-MN-M05688-240322_S48
OG0003589primerGroup4,88,92,91,223,198,321,394,403,393,1052,1046,1456,1709,1607
OG0003594primerGroup0,43,41,32,64,88,113,154,174,121,421,613,678,677,1436
OG0003595primerGroup0,72,50,47,121,139,162,161,222,198,501,605,748,853,924
OG0003599primerGroup5,0,0,0,6,3,3,10,7,7,19,18,20,22,121
OG0003600primerGroup6,55,83,62,163,182,242,287,328,321,806,941,1224,1218,1573
OG0003601primerGroup1,21,32,30,71,38,95,82,98,108,359,361,530,718,487
OG0003602primerGroup5,28,38,33,60,60,94,99,131,141,325,298,451,504,478
OG0003603primerGroup0,23,39,32,57,68,98,85,150,136,346,373,565,632,591
OG0003604primerGroup1,27,29,37,58,63,89,138,135,126,345,471,561,597,809
OG0003605primerGroup5,51,47,44,92,102,152,140,198,164,465,445,719,817,717
OG0003606primerGroup0,83,85,115,173,199,299,309,369,318,782,823,1109,1443,1126
OG0003607primerGroup7,31,54,22,66,61,99,100,148,117,391,491,608,690,946
OG0003608primerGroup2,8,8,5,15,16,23,31,34,25,81,134,139,142,290
OG0003609primerGroup9,41,54,33,114,75,150,140,173,178,490,526,808,965,905
OG0003610primerGroup0,51,41,53,114,111,177,169,245,216,612,612,1020,1086,1104
OG0003611primerGroup0,73,72,55,140,114,183,265,268,212,821,760,967,1119,1021
OG0003612primerGroup1,59,80,39,142,132,178,314,264,243,704,864,967,1126,1359
OG0003613primerGroup0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003614primerGroup4,25,21,30,53,41,100,77,122,98,307,362,463,623,629
OG0003615primerGroup9,9,10,8,17,21,36,43,41,35,97,210,202,212,465
OG0003616primerGroup3,38,34,47,73,86,126,128,175,144,428,438,671,716,870
OG0003618primerGroup1,20,22,17,50,36,55,82,91,89,256,261,320,410,376
OG0003619primerGroup0,40,47,37,99,67,113,136,188,160,464,552,727,779,983
OG0003620primerGroup4,26,19,26,36,57,104,145,114,103,405,310,553,445,532
OG0003621primerGroup1,77,78,77,164,174,277,342,410,302,817,860,1319,1273,1433
OG0003622primerGroup4,18,11,18,33,37,74,96,69,68,176,223,251,305,479
OG0003623primerGroup7,36,56,40,99,95,113,116,147,125,410,591,628,905,861
OG0003624primerGroup8,62,93,80,172,213,293,297,387,357,937,1029,1318,1618,1424
OG0003625primerGroup0,25,23,21,68,48,76,106,109,89,315,297,411,481,486
OG0003626primerGroup4,53,56,45,127,118,185,220,285,234,665,668,958,1051,1151
OG0003627primerGroup1,29,23,26,446,69,85,130,161,108,473,431,537,578,823
OG0003628primerGroup2,40,51,45,75,94,146,166,211,165,499,600,813,871,1272
OG0003629primerGroup0,42,51,57,127,110,180,150,203,228,516,508,631,852,773
OG0003630primerGroup0,0,2,0,0,0,0,3,0,4,18,9,21,14,26
OG0003632primerGroup1,0,0,0,2,0,0,6,2,3,16,18,20,27,53
OG0003633primerGroup3,46,45,46,102,87,130,212,242,208,548,627,873,998,1205
OG0003634primerGroup2,69,61,86,199,173,220,308,349,315,793,805,1153,1275,1199
OG0003635primerGroup1,109,106,93,189,217,320,281,384,366,915,917,1458,1614,1293
OG0003636primerGroup1,89,111,97,177,237,305,318,351,361,929,918,1276,1619,1346
OG0003637primerGroup3,43,48,58,117,152,188,209,248,250,608,706,993,1124,1335
OG0003638primerGroup4,17,13,13,36,35,64,84,86,74,224,287,380,355,731
OG0003639primerGroup1,31,37,29,69,75,101,155,160,148,439,471,648,658,1097
OG0003640primerGroup2,48,56,41,94,118,145,198,210,175,517,529,773,876,960
OG0003643primerGroup2,17,26,20,37,46,69,91,86,86,284,374,454,469,805
OG0003644primerGroup2,10,17,13,27,42,52,52,69,74,204,225,307,330,483
OG0003645primerGroup0,40,52,41,114,108,159,186,199,157,551,576,786,864,1147
OG0003646primerGroup0,33,41,30,67,63,88,139,167,107,401,487,570,595,790
OG0003648primerGroup0,35,35,51,58,58,117,124,165,113,452,560,776,812,1189
OG0003649primerGroup1,34,51,41,73,87,121,114,143,145,401,380,547,661,536
OG0003650primerGroup4,67,47,50,109,125,177,205,265,200,498,488,675,938,641
OG0003651primerGroup0,0,4,3,10,12,21,38,26,28,90,98,113,100,245
OG0003652primerGroup5,70,72,91,173,218,254,279,355,311,846,891,1241,1370,1316
OG0003653primerGroup6,24,31,30,52,56,92,92,95,99,306,371,566,533,700
OG0003654primerGroup3,58,63,90,135,139,265,211,254,271,685,713,1179,1383,1236
OG0003655primerGroup4,29,24,33,68,80,117,149,152,126,363,396,503,585,671
OG0003656primerGroup8,39,39,47,84,77,124,137,164,167,418,533,747,727,1088
OG0003657primerGroup0,59,54,63,116,126,216,233,294,224,655,737,962,1154,1378
OG0003658primerGroup2,21,41,38,72,86,126,173,176,122,443,517,797,866,1134
OG0003659primerGroup0,18,19,16,35,38,51,71,80,61,230,320,343,363,491
OG0003660primerGroup0,49,75,50,135,105,193,189,248,210,677,571,848,1181,682
OG0003661primerGroup6,42,46,32,110,86,185,158,156,160,413,396,584,809,666
OG0003662primerGroup3,52,38,67,101,60,157,188,195,159,466,477,736,919,802
OG0003663primerGroup1,92,115,110,213,178,367,316,386,383,918,815,1369,1550,1193
OG0003664primerGroup0,97,87,66,193,200,338,321,364,372,872,981,1327,1496,1365
OG0003665primerGroup3,39,56,71,107,118,214,213,258,201,662,787,1056,1087,1387
OG0003666primerGroup0,41,59,57,128,161,227,230,219,195,729,782,959,1225,1093
OG0003668primerGroup6,57,91,66,135,164,301,314,344,299,805,998,1237,1457,1463
OG0003669primerGroup0,44,33,35,70,81,140,192,194,152,487,679,775,838,1395
OG0003670primerGroup8,35,46,39,96,86,142,205,217,156,510,569,795,835,910
OG0003671primerGroup3,68,95,99,144,181,280,368,388,354,888,958,1344,1446,1940
OG0003672primerGroup1,5,3,4,5,4,18,10,13,10,51,64,85,79,442
OG0003674primerGroup5,40,43,37,100,83,171,164,224,222,549,520,968,920,1006
OG0003675primerGroup2,26,34,27,53,34,94,81,113,89,333,374,482,582,806
OG0003676primerGroup0,88,86,88,175,205,326,311,367,328,868,885,1247,1602,1301
OG0003677primerGroup7,27,25,27,59,56,101,103,102,90,312,383,428,533,742
OG0003680primerGroup4,24,30,36,47,74,71,91,128,119,360,440,645,586,859
OG0003681primerGroup4,30,45,31,89,109,139,191,216,196,485,629,784,824,1258
OG0003682primerGroup9,98,116,113,188,176,397,349,397,377,1015,1094,1626,1840,1921
OG0003683primerGroup6,48,49,63,102,134,216,236,245,212,621,610,885,995,1018
OG0003684primerGroup0,34,27,27,64,77,95,140,149,133,345,395,465,517,730
OG0003685primerGroup0,54,82,97,172,116,274,241,324,278,669,582,965,1254,823
OG0003686primerGroup3,17,15,12,39,36,58,58,85,63,220,281,354,409,436
OG0003687primerGroup8,51,44,40,116,104,159,191,228,176,615,669,749,981,1032
OG0003688primerGroup1,4,4,5,5,8,10,13,21,20,59,75,90,91,166
OG0003689primerGroup2,24,26,30,62,42,92,71,97,86,274,346,540,628,711
OG0003690primerGroup6,0,0,0,4,4,9,9,0,0,33,39,54,39,58
OG0003691primerGroup7,53,51,41,112,106,156,201,243,194,593,618,953,960,1365
OG0003692primerGroup5,35,33,37,87,68,127,164,156,146,407,556,621,824,934
OG0003693primerGroup6,37,47,46,86,79,162,181,221,147,494,501,594,826,578
OG0003694primerGroup7,37,33,31,87,79,126,152,174,121,459,486,524,660,602
OG0003695primerGroup0,7,6,9,38,31,53,71,73,38,172,204,287,293,311
OG0003696primerGroup0,45,39,50,112,105,148,194,237,151,515,622,767,826,954
OG0003697primerGroup0,82,86,65,151,168,268,278,322,275,754,824,1166,1327,1291
OG0003698primerGroup7,30,37,25,59,81,142,121,137,114,374,476,576,664,892
OG0003699primerGroup0,67,54,71,122,110,289,220,241,239,546,505,878,1076,822
OG0003700primerGroup1,48,44,47,110,104,148,251,269,189,541,606,767,913,1103
OG0003701primerGroup0,41,38,39,90,107,166,176,180,174,520,535,706,838,860
OG0003702primerGroup2,36,31,36,90,98,131,171,174,151,455,509,634,783,847
OG0003703primerGroup9,66,81,106,163,173,316,284,311,309,690,832,1129,1350,1238
OG0003704primerGroup8,11,20,22,56,38,54,79,105,84,331,302,456,488,493
OG0003705primerGroup7,22,26,36,67,46,108,110,134,114,350,371,565,523,669
OG0003706primerGroup4,68,69,79,140,154,263,268,347,243,759,853,1159,1272,1323
OG0003707primerGroup9,93,99,108,193,160,378,413,404,422,1023,1153,1579,1874,1825
OG0003708primerGroup9,28,54,57,115,124,219,202,221,179,604,629,866,1074,1019
OG0003709primerGroup5,17,53,17,36,53,74,105,91,82,247,642,361,893,583
OG0003710primerGroup0,82,98,80,192,178,301,359,394,293,919,951,1288,1449,1541
OG0003711primerGroup7,34,39,22,82,59,124,144,144,137,387,445,599,579,1146
OG0003712primerGroup9,85,118,84,207,173,357,250,340,366,928,910,1360,1786,1382
OG0003713primerGroup0,35,49,48,80,84,120,193,182,148,444,558,693,725,1098
OG0003714primerGroup8,14,21,9,45,54,70,55,79,60,230,271,303,355,515
OG0003715primerGroup8,39,47,35,68,83,104,157,153,138,450,543,634,774,1137
OG0003716primerGroup2,32,29,31,49,73,97,113,133,125,371,454,595,623,985
OG0003717primerGroup3,83,88,81,150,177,260,275,318,298,780,901,1284,1442,1800
OG0003718primerGroup5,38,45,48,77,109,123,163,213,170,483,626,755,877,1105
OG0003719primerGroup0,36,49,38,113,123,171,197,237,173,610,623,910,996,1206
OG0003720primerGroup5,24,25,33,45,56,114,103,89,102,325,353,501,570,649
OG0003721primerGroup2,41,69,49,134,140,262,224,293,250,690,870,1089,1367,1412
OG0003722primerGroup2,56,79,72,139,146,278,250,320,252,803,775,1195,1281,1146
OG0003723primerGroup1,37,73,46,100,130,198,238,242,167,637,569,850,1082,926
OG0003724primerGroup6,33,23,48,104,90,129,187,189,134,510,642,753,753,1157
OG0003725primerGroup6,35,24,34,67,68,93,126,132,119,359,428,531,539,746
OG0003726primerGroup2,87,89,100,145,198,309,333,365,348,957,990,1408,1643,1840
OG0003727primerGroup4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
OG0003728primerGroup1,27,14,12,28,46,45,116,119,51,318,344,184,379,606
OG0003729primerGroup4,49,37,50,100,106,146,132,192,190,549,602,763,884,1008
OG0003730primerGroup0,74,83,57,171,178,189,275,368,224,776,950,1106,1174,1372
OG0003732primerGroup8,14,9,13,29,33,61,61,83,68,206,282,377,394,617
OG0003733primerGroup4,20,17,20,30,25,0,2,72,51,183,245,339,368,346
OG0003734primerGroup4,43,55,48,118,110,193,227,243,227,616,747,884,1097,1171
OG0003735primerGroup0,51,56,46,131,130,185,220,261,202,647,737,936,1054,1316
OG0003736primerGroup9,40,36,34,96,95,111,137,191,175,523,593,702,789,858
OG0003737primerGroup3,53,61,62,107,111,163,196,210,230,575,635,874,1026,933
OG0003738primerGroup5,24,23,23,44,44,53,86,94,88,251,363,413,456,813
